id	name	domain	category	rank_in_category	why_in_list	sign_in_url	task_flow_docs	doc_url_1	doc_url_2	doc_url_3
hostinger	Hostinger	hostinger.com	developer_platforms	7	Chrome UX Report 2026-08: hpanel.hostinger.com in the top 10,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 331 for hostinger.com (list 38KVL, 2026-09-11)	https://auth.hostinger.com/login	deep	https://docs.hostinger.com/	https://docs.hostinger.com/getting-started/creating-your-first-website	https://docs.hostinger.com/getting-started/connecting-a-domain
microsoft_azure	Microsoft Azure	portal.azure.com	developer_platforms	8	Chrome UX Report 2026-08: portal.azure.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Stack Overflow Developer Survey 2025, cloud platforms and tools: 'Microsoft Azure' used by 26.3% of respondents (survey.stackoverflow.co/2025/technology); Tranco rank 28 for azure.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://portal.azure.com/	deep	https://learn.microsoft.com/en-us/azure/	https://learn.microsoft.com/en-us/azure/virtual-machines/windows/quick-create-portal	
openai_platform	OpenAI Platform	platform.openai.com	developer_platforms	9	Chrome UX Report 2026-08: platform.openai.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 85 for openai.com (list 38KVL, 2026-09-11)	https://platform.openai.com/login	shallow			
launchdarkly	LaunchDarkly	launchdarkly.com	developer_platforms	10	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: app.launchdarkly.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'LaunchDarkly': popularity #1634 of 9,716, zap_usage_count 45 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 361 for launchdarkly.com (list 38KVL, 2026-09-11)	https://app.launchdarkly.com/login	deep	https://launchdarkly.com/docs/home	https://launchdarkly.com/docs/home/getting-started/vega-slack	https://launchdarkly.com/docs/home/getting-started/feature-management
google_play_console	Google Play Console	play.google.com	developer_platforms	11	Chrome UX Report 2026-08: play.google.com in the top 1,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 1 for google.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://play.google.com/console/	deep	https://support.google.com/googleplay/android-developer/	https://support.google.com/googleplay/android-developer/answer/6112435?hl=en&ref_topic=3450769	https://support.google.com/googleplay/android-developer/answer/2741495?hl=en&ref_topic=12233401
optimizely	Optimizely	optimizely.com	developer_platforms	12	Chrome UX Report 2026-08: app.optimizely.com in the top 1,000,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 683 for optimizely.com (list 38KVL, 2026-09-11)	https://app.optimizely.com/login	deep	https://support.optimizely.com/hc/en-us	https://support.optimizely.com/hc/en-us/articles/115002379111-Import-Forms-submission-data-automatically	https://support.optimizely.com/hc/en-us/articles/115002521171-How-to-prevent-unwanted-sync-changes-in-9-2-upgrade
anthropic_console	Claude Platform (formerly Anthropic Console)	console.anthropic.com	developer_platforms	13	Chrome UX Report 2026-08: no matching origin in the top 1,000,000; not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 618 for anthropic.com (list 38KVL, 2026-09-11). console.anthropic.com/login redirects to platform.claude.com, titled Claude Platform.	https://platform.claude.com/login	deep	https://platform.claude.com/docs/en/intro	https://platform.claude.com/docs/en/manage-claude/workspaces	
firebase	Firebase	firebase.google.com	developer_platforms	14	Chrome UX Report 2026-08: console.firebase.google.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Firebase / Firestore': popularity #237 of 9,716, zap_usage_count 1,114 (zapier.com/api/v4/apps, 2026-09-12); Stack Overflow Developer Survey 2025, cloud platforms and tools: 'Firebase' used by 13.1% of respondents (survey.stackoverflow.co/2025/technology); Tranco rank 1 for google.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://console.firebase.google.com/	deep	https://firebase.google.com/docs	https://firebase.google.com/docs/android/setup	https://firebase.google.com/docs/web/setup
netlify	Netlify	netlify.com	developer_platforms	15	Chrome UX Report 2026-08: app.netlify.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Netlify': popularity #110 of 9,716, zap_usage_count 3,983 (zapier.com/api/v4/apps, 2026-09-12); Stack Overflow Developer Survey 2025, cloud platforms and tools: 'Netlify' used by 5.9% of respondents (survey.stackoverflow.co/2025/technology); Tranco rank 4,224 for netlify.com (list 38KVL, 2026-09-11)	https://app.netlify.com/login	deep	https://docs.netlify.com/	https://docs.netlify.com/build/configure-builds/overview/	https://docs.netlify.com/extend/install-and-use/overview/
cloudinary	Cloudinary	cloudinary.com	developer_platforms	16	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: cloudinary.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Cloudinary': popularity #503 of 9,716, zap_usage_count 334 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 1,040 for cloudinary.com (list 38KVL, 2026-09-11)	https://cloudinary.com/users/login	deep	https://cloudinary.com/documentation	https://cloudinary.com/documentation/dam_admin_upload_presets	https://cloudinary.com/documentation/dam_upload_store_assets
vercel	Vercel	vercel.com	developer_platforms	17	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: vercel.com in the top 5,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Vercel': popularity #3121 of 9,716, zap_usage_count 10 (zapier.com/api/v4/apps, 2026-09-12); Stack Overflow Developer Survey 2025, cloud platforms and tools: 'Vercel' used by 10.6% of respondents (survey.stackoverflow.co/2025/technology); Tranco rank 3,129 for vercel.com (list 38KVL, 2026-09-11)	https://vercel.com/login	deep	https://vercel.com/docs	https://vercel.com/docs/getting-started-with-vercel	
openrouter	OpenRouter	openrouter.ai	developer_platforms	18	Chrome UX Report 2026-08: openrouter.ai in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'OpenRouter': popularity #619 of 9,716, zap_usage_count 246 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 3,866 for openrouter.ai (list 38KVL, 2026-09-11)	https://openrouter.ai/sign-in	shallow			
postman	Postman	postman.com	developer_platforms	19	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: www.postman.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Postman': popularity #5923 of 9,716, zap_usage_count 2 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 3,351 for postman.com (list 38KVL, 2026-09-11)	https://www.postman.com/_pm/handover/?to=https%3A%2F%2Fidentity.getpostman.com%2Flogin	deep	https://learning.postman.com/	https://learning.postman.com/docs/getting-started/basics/using-scratch-pad	
auth0	Auth0	auth0.com	developer_platforms	20	Chrome UX Report 2026-08: instaleap.auth0.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 1,199 for auth0.com (list 38KVL, 2026-09-11)	https://auth0.com/api/auth/login?redirectTo=dashboard	deep	https://auth0.com/docs	https://auth0.com/docs/customize/customize-sms-or-voice-messages	https://auth0.com/docs/troubleshoot/customer-support/update-billing-information
growthbook	GrowthBook	growthbook.io	developer_platforms	21	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: no matching origin in the top 1,000,000; not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 4,178 for growthbook.io (list 38KVL, 2026-09-11)	https://app.growthbook.io/	deep	https://docs.growthbook.io/	https://docs.growthbook.io/app/importing-experiments	https://docs.growthbook.io/app/visual/install-and-connect
railway	Railway	railway.com	developer_platforms	22	Chrome UX Report 2026-08: railway.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Stack Overflow Developer Survey 2025, cloud platforms and tools: 'Railway' used by 1.5% of respondents (survey.stackoverflow.co/2025/technology); Tranco rank 17,629 for railway.com (list 38KVL, 2026-09-11)	https://railway.com/login	deep	https://docs.railway.com/	https://docs.railway.com/templates/publish-and-share	https://docs.railway.com/integrations/oauth/creating-an-app
expo	Expo	expo.dev	developer_platforms	23	Chrome UX Report 2026-08: expo.dev in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 6,473 for expo.dev (list 38KVL, 2026-09-11)	https://expo.dev/login	deep	https://docs.expo.dev/	https://docs.expo.dev/workflow/overview/	
render	Render	render.com	developer_platforms	24	Chrome UX Report 2026-08: dashboard.render.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 17,079 for render.com (list 38KVL, 2026-09-11)	https://dashboard.render.com/	deep	https://render.com/docs/api	https://render.com/docs/build-pipeline	https://render.com/docs/postgresql-creating-connecting
heroku	Heroku	heroku.com	developer_platforms	25	Chrome UX Report 2026-08: dashboard.heroku.com in the top 500,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Stack Overflow Developer Survey 2025, cloud platforms and tools: 'Heroku' used by 5.4% of respondents (survey.stackoverflow.co/2025/technology); Tranco rank 5,428 for heroku.com (list 38KVL, 2026-09-11)	https://id.heroku.com/login	deep	https://devcenter.heroku.com/	https://devcenter.heroku.com/articles/add-ons	https://devcenter.heroku.com/articles/connecting-heroku-postgres
clerk	Clerk	clerk.com	developer_platforms	26	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: clerk.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Clerk': popularity #1625 of 9,716, zap_usage_count 45 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 13,766 for clerk.com (list 38KVL, 2026-09-11)	https://clerk.com/sign-in	deep	https://clerk.com/docs	https://clerk.com/docs/nuxt/guides/organizations/getting-started	https://clerk.com/docs/astro/guides/organizations/getting-started
algolia	Algolia	algolia.com	developer_platforms	27	Chrome UX Report 2026-08: dashboard.algolia.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Algolia': popularity #5466 of 9,716, zap_usage_count 2 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 19,910 for algolia.com (list 38KVL, 2026-09-11)	https://dashboard.algolia.com/users/sign_in	deep	https://www.algolia.com/doc	https://www.algolia.com/doc/guides/sending-and-managing-data/send-and-update-your-data/how-to/importing-from-the-dashboard	
app_store_connect	App Store Connect	appstoreconnect.apple.com	developer_platforms	28	Chrome UX Report 2026-08: appstoreconnect.apple.com in the top 50,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 10 for apple.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://appstoreconnect.apple.com/	deep	https://developer.apple.com/help/app-store-connect/	https://developer.apple.com/help/app-store-connect/manage-your-team/add-and-edit-users	https://developer.apple.com/help/app-store-connect/manage-your-team/edit-access-to-apps
zendesk	Zendesk	zendesk.com	customer_support	1	Chrome UX Report 2026-08: familhao-ajuda.zendesk.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Zendesk': popularity #89 of 9,716, zap_usage_count 5,460 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 371 for zendesk.com (list 38KVL, 2026-09-11)	https://www.zendesk.com/login/	deep	https://support.zendesk.com/hc/en-us/	https://support.zendesk.com/hc/en-us/articles/1260805715389-Adding-a-digital-voice-line	https://support.zendesk.com/hc/en-us/articles/4408818625690-Managing-messaging-transcript-visibility
tawk_to	tawk.to	tawk.to	customer_support	2	Chrome UX Report 2026-08: tawk.to in the top 5,000 origins (github.com/zakird/crux-top-lists); Zapier app 'tawk.to': popularity #289 of 9,716, zap_usage_count 846 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 1,793 for tawk.to (list 38KVL, 2026-09-11)	https://dashboard.tawk.to/login	deep	https://help.tawk.to/	https://help.tawk.to/article/adding-a-widget-to-your-website	https://help.tawk.to/article/how-to-invite-and-manage-agents
freshdesk	Freshdesk	freshdesk.com	customer_support	3	Chrome UX Report 2026-08: hellowatt.freshdesk.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Freshdesk': popularity #171 of 9,716, zap_usage_count 1,783 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 3,186 for freshdesk.com (list 38KVL, 2026-09-11)	https://login.freshworks.com/email-login/	deep	https://support.freshdesk.com/support/home	https://support.freshdesk.com/support/solutions/articles/5123-how-to-disable-gmail-gadgets-for-selected-users-	https://support.freshdesk.com/support/solutions/articles/37540-using-the-customer-support-portal
livechat	LiveChat	livechat.com	customer_support	4	Chrome UX Report 2026-08: www.livechat.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'LiveChat': popularity #415 of 9,716, zap_usage_count 445 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 4,333 for livechat.com (list 38KVL, 2026-09-11)	https://my.livechatinc.com	deep	https://www.livechat.com/help/	https://www.livechat.com/help/managing-agent-accounts/	https://www.livechat.com/help/setting-up-livechat-on-your-website/
intercom	Intercom	intercom.com	customer_support	5	Chrome UX Report 2026-08: app.eu.intercom.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Intercom': popularity #113 of 9,716, zap_usage_count 3,829 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 1,826 for intercom.com (list 38KVL, 2026-09-11)	https://app.intercom.com/admins/sign_in	deep	https://www.intercom.com/help/en/	https://www.intercom.com/help/en/articles/167-install-intercom-for-visitors-and-leads-on-web	https://www.intercom.com/help/en/articles/168-install-intercom-for-users-on-web
zoho_desk	Zoho Desk	desk.zoho.com	customer_support	6	Chrome UX Report 2026-08: desk.zoho.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Zoho Desk': popularity #304 of 9,716, zap_usage_count 797 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 798 for zoho.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://accounts.zoho.com/signin?servicename=ZohoDesk	shallow			
crisp	Crisp	crisp.chat	customer_support	7	Chrome UX Report 2026-08: app.crisp.chat in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Crisp': popularity #623 of 9,716, zap_usage_count 244 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 7,071 for crisp.chat (list 38KVL, 2026-09-11)	https://app.crisp.chat/	deep	https://help.crisp.chat/en/	https://help.crisp.chat/en/article/how-to-install-crisp-live-chat-software-on-a-custom-website-10wcj3l/	https://help.crisp.chat/en/article/getting-started-with-the-crisp-knowledge-base-i2tsm1/
pylon	Pylon	usepylon.com	customer_support	8	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: app.usepylon.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Pylon': popularity #849 of 9,716, zap_usage_count 157 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 17,556 for usepylon.com (list 38KVL, 2026-09-11)	https://app.usepylon.com/signin	deep	https://docs.usepylon.com/pylon-docs	https://docs.usepylon.com/pylon-docs/broadcasts/create-a-broadcast	
reamaze	Re:amaze	reamaze.com	customer_support	9	Chrome UX Report 2026-08: no matching origin in the top 1,000,000; Zapier app 'Reamaze': popularity #1292 of 9,716, zap_usage_count 67 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 19,503 for reamaze.com (list 38KVL, 2026-09-11)	https://www.reamaze.com/login	deep	https://support.reamaze.com/	https://support.reamaze.com/kb/using-the-ai-agent/how-to-test-the-ai-agent	https://support.reamaze.com/kb/using-the-ai-agent/using-learned-answers-to-train-your-ai-agent
gladly	Gladly	gladly.com	customer_support	10	Chrome UX Report 2026-08: no matching origin in the top 1,000,000; not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 7,103 for gladly.com (list 38KVL, 2026-09-11)		deep	https://help.gladly.com/	https://help.gladly.com/docs/setting-up-team-assist	https://help.gladly.com/docs/managing-users-and-roles
jira_service_management	Jira Service Management	atlassian.net	customer_support	11	Chrome UX Report 2026-08: nubank.atlassian.net in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Jira Service Management': popularity #270 of 9,716, zap_usage_count 921 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 491 for atlassian.net (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://id.atlassian.com/login?continue=https%3A%2F%2Fwww.atlassian.com%2Fgateway%2Fapi%2Fstart%2Fauthredirect&application=wac--ic	deep	https://support.atlassian.com/jira-service-management-cloud/	https://support.atlassian.com/jira-service-management-cloud/docs/create-a-new-queue/	https://support.atlassian.com/jira-service-management-cloud/docs/create-a-service-project/
tidio	Tidio	tidio.com	customer_support	12	Chrome UX Report 2026-08: www.tidio.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Tidio': popularity #351 of 9,716, zap_usage_count 591 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 24,706 for tidio.com (list 38KVL, 2026-09-11)	https://tidio.com/login	deep	https://help.tidio.com/hc/en-us	https://help.tidio.com/hc/en-us/articles/5378348485660-Install-Tidio-on-your-Website	https://help.tidio.com/hc/en-us/articles/5472137896988-Edit-your-initial-message-first-flow
help_scout	Help Scout	helpscout.com	customer_support	13	Chrome UX Report 2026-08: www.helpscout.com in the top 1,000,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Help Scout': popularity #285 of 9,716, zap_usage_count 861 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 20,614 for helpscout.com (list 38KVL, 2026-09-11)	https://helpscout.com/login	deep	https://docs.helpscout.com/	https://docs.helpscout.com/article/1495-import-emails-or-tickets-into-help-scout	https://docs.helpscout.com/article/499-manage-your-user-profile
missive	Missive	missiveapp.com	customer_support	14	Chrome UX Report 2026-08: mail.missiveapp.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Missive': popularity #688 of 9,716, zap_usage_count 212 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 44,833 for missiveapp.com (list 38KVL, 2026-09-11)	https://mail.missiveapp.com/#login	deep	https://missiveapp.com/docs	https://missiveapp.com/docs/core-features/search-and-filter	https://missiveapp.com/docs/ai/setup
front	Front	front.com	customer_support	15	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: front.com in the top 1,000,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Front': popularity #281 of 9,716, zap_usage_count 878 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 117,957 for front.com (list 38KVL, 2026-09-11)	https://app.frontapp.com/signin	deep	https://help.front.com/	https://help.front.com/en/articles/2001	https://help.front.com/en/articles/2057
plain	Plain	plain.com	customer_support	16	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: no matching origin in the top 1,000,000; not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 81,127 for plain.com (list 38KVL, 2026-09-11)	https://app.plain.com/	deep	https://help.plain.com/	https://help.plain.com/article/how-to-view-all-threads-for-a-customer-bhffzsdvkfm2ixzwoslrxyb1	https://help.plain.com/article/how-to-configure-ari-inline-links-and-connect-mcp-servers-u5sgzsbutg42vm1rf4vm90ui
hubspot	HubSpot	hubspot.com	sales_crm	1	Chrome UX Report 2026-08: app.hubspot.com in the top 1,000 origins (github.com/zakird/crux-top-lists); Zapier app 'HubSpot': popularity #14 of 9,716, zap_usage_count 55,355 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 255 for hubspot.com (list 38KVL, 2026-09-11)	https://app.hubspot.com/login	deep	https://help.hubspot.com/	https://knowledge.hubspot.com/account/manage-your-hubspot-subscription	
salesforce	Salesforce	salesforce.com	sales_crm	2	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: trailhead.salesforce.com in the top 5,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Salesforce': popularity #31 of 9,716, zap_usage_count 21,458 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 300 for salesforce.com (list 38KVL, 2026-09-11)	https://salesforce.com/login	shallow			
odoo	Odoo	odoo.com	sales_crm	3	Chrome UX Report 2026-08: www.odoo.com in the top 10,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Odoo CRM': popularity #309 of 9,716, zap_usage_count 777 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 837 for odoo.com (list 38KVL, 2026-09-11)	https://www.odoo.com/web/login	deep	https://www.odoo.com/documentation/18.0/	https://www.odoo.com/documentation/18.0/applications/sales/sales/invoicing/invoicing_policy.html	https://www.odoo.com/documentation/19.0/applications/sales/point_of_sale/use/pos_invoices.html
highlevel	HighLevel	gohighlevel.com	sales_crm	4	Chrome UX Report 2026-08: www.gohighlevel.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'LeadConnector': popularity #23 of 9,716, zap_usage_count 34,966 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 15,833 for gohighlevel.com (list 38KVL, 2026-09-11)	https://app.gohighlevel.com/	deep	https://help.gohighlevel.com/support/home	https://help.gohighlevel.com/support/solutions/articles/48000982207-how-to-set-up-a-whitelabel-domain-for-the-desktop-web-app	
linkedin_sales_navigator	LinkedIn Sales Navigator	linkedin.com	sales_crm	5	Chrome UX Report 2026-08: www.linkedin.com in the top 1,000 origins (github.com/zakird/crux-top-lists); not listed on Zapier with a usage count (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 17 for linkedin.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://www.linkedin.com/login	deep	https://www.linkedin.com/help/sales-navigator	https://www.linkedin.com/help/sales-navigator/answer/a102024	https://www.linkedin.com/help/sales-navigator/answer/a107018/
zoho_crm	Zoho CRM	crm.zoho.com	sales_crm	6	Chrome UX Report 2026-08: crm.zoho.com in the top 10,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Zoho CRM': popularity #75 of 9,716, zap_usage_count 7,624 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 798 for zoho.com (list 38KVL, 2026-09-11; a domain shared across products, so not used to rank this row)	https://accounts.zoho.com/signin?servicename=ZohoCRM&signupurl=https://www.zoho.com/crm/signup.html	shallow			
pipedrive	Pipedrive	pipedrive.com	sales_crm	7	Chrome UX Report 2026-08: www.pipedrive.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Pipedrive': popularity #46 of 9,716, zap_usage_count 14,610 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 9,715 for pipedrive.com (list 38KVL, 2026-09-11)	https://app.pipedrive.com/auth/login	deep	https://support.pipedrive.com/en	https://support.pipedrive.com/en/article/how-can-i-add-a-stage-to-my-pipeline	https://support.pipedrive.com/en/article/importing-data-into-pipedrive-with-spreadsheets
bitrix24	Bitrix24	bitrix24.com	sales_crm	8	Chrome UX Report 2026-08: propertyscout.bitrix24.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Bitrix24 CRM': popularity #246 of 9,716, zap_usage_count 1,031 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 3,925 for bitrix24.com (list 38KVL, 2026-09-11)	https://www.bitrix24.com/auth.php	deep	https://helpdesk.bitrix24.com/documentation.php	https://helpdesk.bitrix24.com/open/25865519/	https://helpdesk.bitrix24.com/open/25198874/
zoominfo	ZoomInfo	zoominfo.com	sales_crm	9	Chrome UX Report 2026-08: www.zoominfo.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'ZoomInfo': popularity #953 of 9,716, zap_usage_count 128 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 4,142 for zoominfo.com (list 38KVL, 2026-09-11)	https://login.zoominfo.com/	shallow			
crunchbase	Crunchbase	crunchbase.com	sales_crm	10	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: www.crunchbase.com in the top 500,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Crunchbase': popularity #465 of 9,716, zap_usage_count 384 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 3,116 for crunchbase.com (list 38KVL, 2026-09-11)	https://crunchbase.com/login	deep	https://support.crunchbase.com/hc/en-us	https://support.crunchbase.com/hc/en-us/articles/115010462027-Set-Up-and-Manage-Your-Alerts-using-Crunchbase-Pro	https://support.crunchbase.com/hc/en-us/articles/115010463047-Edit-a-Funding-Round
apollo	Apollo.io	apollo.io	sales_crm	11	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: app.apollo.io in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Apollo': popularity #169 of 9,716, zap_usage_count 1,834 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 7,484 for apollo.io (list 38KVL, 2026-09-11)	https://app.apollo.io/#/login	deep	https://knowledge.apollo.io/hc/en-us	https://knowledge.apollo.io/hc/en-us/articles/4412658716941-Search-for-People	https://knowledge.apollo.io/hc/en-us/articles/44268354251021-Configure-Your-Mailbox-on-Apollo
kommo	Kommo	kommo.com	sales_crm	12	Chrome UX Report 2026-08: www.kommo.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Kommo': popularity #194 of 9,716, zap_usage_count 1,466 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 16,818 for kommo.com (list 38KVL, 2026-09-11)	https://www.kommo.com/login/	deep	https://support.kommo.com/	https://support.kommo.com/docs/connect-instagram-to-kommo	
close	Close	close.com	sales_crm	13	founder-named (sonny-wave-7-features.md, Skills); Chrome UX Report 2026-08: app.close.com in the top 100,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Close': popularity #98 of 9,716, zap_usage_count 4,676 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 27,912 for close.com (list 38KVL, 2026-09-11)	https://app.close.com/login/	deep	https://help.close.com/welcome-to-close-help	https://help.close.com/integrations/find-ids-in-close	https://help.close.com/account-management/plans-and-billing/adding-and-removing-users
rocketreach	RocketReach	rocketreach.co	sales_crm	14	Chrome UX Report 2026-08: rocketreach.co in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'RocketReach': popularity #893 of 9,716, zap_usage_count 143 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 12,796 for rocketreach.co (list 38KVL, 2026-09-11)	https://app.rocketreach.co/login	deep	https://knowledgebase.rocketreach.co/hc/en-us	https://knowledgebase.rocketreach.co/hc/en-us/articles/115000135153-How-do-I-export-my-contacts	https://knowledgebase.rocketreach.co/hc/en-us/articles/32103228933403-How-can-I-filter-and-download-contacts
contactout	ContactOut	contactout.com	sales_crm	15	Chrome UX Report 2026-08: contactout.com in the top 50,000 origins (github.com/zakird/crux-top-lists); Zapier app 'Contactout': popularity #1149 of 9,716, zap_usage_count 86 (zapier.com/api/v4/apps, 2026-09-12); Tranco rank 17,370 for contactout.com (list 38KVL, 2026-09-11)	https://contactout.com/login	deep	https://contactout.freshdesk.com/support/solutions	https://contactout.freshdesk.com/support/solutions/articles/70000626112-how-to-build-a-leads-list-with-contactout-search	https://contactout.freshdesk.com/support/solutions/articles/70000634451-creating-a-campaign
